page_url,links_to_check,all_good?,notes
https://dead-links.the-examples-book.pages.dev/projects/ndmn-r-2022/ndmn-gallaudet-project09-r,3,,
https://dead-links.the-examples-book.pages.dev/projects/ndmn-r-2022/ndmn-gallaudet-project10-r,2,,
https://dead-links.the-examples-book.pages.dev/projects/ndmn-r-2022/ndmn-gallaudet-project11-r,2,,
https://dead-links.the-examples-book.pages.dev/projects/ndmn-r-2022/ndmn-gallaudet-project12-r,2,,
https://dead-links.the-examples-book.pages.dev/projects/ndmn-r-2022/ndmn-gallaudet-project13-r,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/19000/project1,5,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/19000/project10,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/19000/project11,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/19000/project12,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/19000/project13,3,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/19000/project14,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/19000/project2,3,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/19000/project3,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/19000/project4,3,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/19000/project5,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/19000/project6,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/19000/project7,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/19000/project8,1,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/19000/project9,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/29000/project1,4,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/29000/project10,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/29000/project11,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/29000/project12,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/29000/project13,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/29000/project14,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/29000/project2,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/29000/project3,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/29000/project4,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/29000/project5,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/29000/project6,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/29000/project7,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/29000/project8,3,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/29000/project9,2,,
https://dead-links.the-examples-book.pages.dev/projects/spring2022/39000/project1,3,,
